0,1
40.774129,-111.850996
40.751973,-111.868187
40.748885,-111.852346
40.612922,-111.854725
40.774837,-111.894313
40.763482,-111.892442
40.777961,-111.883232
40.473757,-111.891266
40.52672,-111.831747
40.483797,-111.907566
40.753874,-111.859005
40.601292,-111.81343
40.419255,-111.760755
40.419221,-111.760783
40.418928,-111.761227
40.637303,-111.798047
40.837981,-111.892721
40.739004,-111.806496
40.792441,-111.883456
40.684211,-111.798917
40.478237,-111.885829
40.704514,-111.804226
40.680608,-111.805136
40.265149,-111.64118
40.735249,-111.495262
40.757244,-111.859062
40.759394,-111.923992
40.473772,-111.891224
40.238416,-111.705238
40.741432,-111.873894
40.780783,-111.865607
40.658515,-111.81338
40.750368,-111.871776
40.720111,-111.819921
40.687265,-111.832538
40.74451,-111.862257
40.644543,-111.866605
40.661744,-111.809647
40.678355,-111.784228
40.274345,-111.721196
40.473542,-111.884294
40.546349,-111.925317
40.704477,-111.881535
41.329069,-111.984035
40.52645,-111.92841
40.750747,-111.863403
40.713237,-111.493493
40.742903,-111.981915
40.579624,-111.806084
40.723433,-111.867094
40.486988,-111.862057
40.790819,-111.862579
40.661874,-111.862476
40.754725,-111.854599
40.727275,-111.883334
40.628752,-111.828601
40.748462,-111.866953
40.779175,-111.873789
40.774129,-111.850996
40.751973,-111.868187
40.748885,-111.852346
40.612922,-111.854725
40.774837,-111.894313
40.763482,-111.892442
40.777961,-111.883232
40.473757,-111.891266
40.52672,-111.831747
40.483797,-111.907566
40.753874,-111.859005
40.601292,-111.81343
40.419255,-111.760755
40.419221,-111.760783
40.418928,-111.761227
40.637303,-111.798047
40.837981,-111.892721
40.739004,-111.806496
40.792441,-111.883456
40.684211,-111.798917
40.478237,-111.885829
40.704514,-111.804226
40.680608,-111.805136
40.265149,-111.64118
40.735249,-111.495262
40.757244,-111.859062
40.759394,-111.923992
40.473772,-111.891224
40.238416,-111.705238
40.741432,-111.873894
40.780783,-111.865607
40.658515,-111.81338
40.750368,-111.871776
40.720111,-111.819921
40.687265,-111.832538
40.74451,-111.862257
40.644543,-111.866605
40.661744,-111.809647
40.678355,-111.784228
40.274345,-111.721196
40.473542,-111.884294
40.546349,-111.925317
40.704477,-111.881535
41.329069,-111.984035
40.52645,-111.92841
40.750747,-111.863403
40.713237,-111.493493
40.742903,-111.981915
40.579624,-111.806084
40.723433,-111.867094
40.486988,-111.862057
40.790819,-111.862579
40.661874,-111.862476
40.754725,-111.854599
40.727275,-111.883334
40.628752,-111.828601
40.748462,-111.866953
40.779175,-111.873789
40.774129,-111.850996
40.751973,-111.868187
40.748885,-111.852346
40.612922,-111.854725
40.774837,-111.894313
40.763482,-111.892442
40.777961,-111.883232
40.473757,-111.891266
40.52672,-111.831747
40.483797,-111.907566
40.753874,-111.859005
40.601292,-111.81343
